 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14
770,7393.818,5665.111,4633.545,6411.741,5107.500,5551.545,5639.500,3616.375,5539.000,8659.000,4594.048,4559.190,4569.875,5267.875
771,7385.455,5745.000,4668.273,6414.983,5067.654,5527.727,5745.000,3547.125,5486.000,8632.000,4591.286,4560.048,4536.500,5302.750
772,7345.273,5713.333,4640.273,6402.017,5071.539,5521.545,5715.500,3616.125,5545.500,8681.100,4578.190,4566.048,4530.000,5292.375
773,7385.636,5685.556,4671.545,6395.604,5072.923,5522.750,5667.500,3574.750,5466.000,8627.700,4597.333,4562.381,4531.688,5277.875
774,7356.455,5686.222,4660.455,6377.655,5039.577,5509.977,5553.250,3608.750,5545.000,8597.000,4580.952,4553.381,4541.594,5274.625
775,7344.545,5726.111,4695.818,6369.552,5075.269,5525.364,5643.000,3609.500,5564.500,8607.900,4588.143,4582.571,4519.375,5284.000
776,7290.909,5641.667,4656.091,6373.086,5065.500,5500.341,5604.500,3602.875,5460.000,8551.200,4569.524,4509.286,4522.094,5285.375
777,7315.455,5730.111,4656.909,6358.017,5043.077,5500.477,5652.750,3625.625,5459.500,8574.600,4563.333,4554.238,4544.094,5300.625
778,7374.909,5701.000,4686.909,6348.879,5028.231,5519.705,5613.750,3577.000,5545.000,8617.500,4589.333,4555.476,4518.094,5272.625
779,7340.545,5672.778,4646.818,6351.655,5042.846,5509.341,5621.750,3573.750,5502.000,8616.900,4590.952,4541.524,4535.125,5265.500
780,7353.273,5690.333,4678.636,6346.293,5002.769,5494.864,5665.250,3624.125,5558.000,8636.700,4566.667,4517.143,4542.500,5285.000
781,7416.818,5695.667,4622.273,6321.465,5029.885,5497.955,5626.000,3583.125,5503.000,8512.400,4582.619,4527.952,4541.781,5247.750
782,7319.545,5672.667,4605.545,6310.879,5018.615,5500.932,5601.500,3569.375,5453.000,8555.300,4585.762,4557.762,4523.719,5317.875
783,7381.636,5684.111,4646.364,6315.241,5031.461,5507.182,5596.000,3584.750,5424.500,8532.100,4583.143,4544.429,4539.969,5272.250
784,7359.000,5725.222,4603.455,6303.345,5002.500,5501.023,5594.750,3558.000,5346.500,8497.100,4620.810,4554.571,4507.844,5325.125
785,7306.364,5645.889,4643.000,6280.086,4989.000,5481.977,5596.750,3563.625,5470.500,8522.500,4573.619,4531.333,4537.281,5257.750
786,7292.455,5661.556,4634.455,6280.017,4964.115,5484.273,5592.000,3596.875,5417.500,8530.400,4590.810,4508.048,4506.531,5288.625
787,7322.818,5613.889,4598.636,6262.948,5003.039,5494.386,5624.250,3531.625,5499.000,8508.200,4565.762,4533.143,4521.156,5257.750
788,7305.636,5639.000,4604.636,6258.965,5010.923,5484.318,5709.000,3580.375,5497.500,8517.100,4547.524,4524.000,4545.344,5256.625
789,7333.636,5682.778,4660.909,6259.483,4987.731,5475.727,5592.250,3600.250,5467.500,8462.200,4498.524,4550.571,4513.375,5216.250
790,7332.091,5630.889,4609.636,6232.517,4979.769,5474.364,5614.000,3568.875,5583.500,8520.500,4565.476,4548.619,4512.344,5289.625
791,7339.545,5653.556,4637.545,6193.759,4957.731,5468.341,5615.750,3565.000,5438.000,8472.200,4550.333,4544.524,4494.719,5211.500
792,7281.364,5672.444,4653.727,6230.362,4982.077,5474.159,5553.500,3568.250,5492.500,8469.700,4534.190,4517.286,4510.062,5219.500
793,7306.091,5626.444,4616.909,6218.189,4977.961,5461.886,5613.250,3585.625,5485.500,8457.400,4550.857,4532.952,4508.094,5282.500
794,7243.364,5630.667,4654.182,6209.845,4970.654,5455.000,5652.000,3560.875,5465.000,8448.700,4530.381,4501.333,4492.062,5226.000
795,7327.545,5740.111,4680.636,6224.552,4953.039,5444.932,5551.750,3592.250,5415.000,8478.000,4573.619,4505.476,4500.844,5234.875
796,7299.364,5614.778,4604.455,6184.931,4984.423,5501.545,5592.250,3578.125,5518.500,8401.200,4534.571,4532.667,4496.625,5216.500
797,7291.818,5648.889,4594.273,6160.879,4955.769,5452.318,5567.750,3562.000,5482.500,8391.500,4535.476,4509.714,4486.375,5204.125
798,7329.636,5591.333,4640.000,6174.983,4945.077,5465.545,5567.500,3569.500,5390.500,8455.200,4561.619,4551.524,4470.250,5212.625
799,7313.545,5603.222,4639.091,6180.655,4961.615,5467.523,5570.250,3639.250,5302.000,8479.000,4532.048,4486.571,4471.031,5232.000
800,7339.364,5603.111,4674.091,6193.069,4900.308,5481.364,5523.750,3554.000,5313.500,8354.800,4521.000,4533.667,4499.000,5254.750
