 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14
384,8321.000,6317.667,5947.636,8760.207,7254.654,6451.068,6554.250,4867.375,6426.000,11226.400,6061.476,5838.619,5372.344,6066.875
385,8279.000,6299.667,5934.636,8743.327,7267.808,6436.295,6698.750,4873.250,6340.500,11126.100,6022.667,5781.476,5434.781,6222.750
386,8326.182,6345.222,5939.364,8712.379,7229.115,6422.591,6632.250,4855.500,6333.500,11193.700,6026.857,5826.476,5423.562,6221.500
387,8240.272,6390.444,5860.364,8745.327,7222.423,6410.477,6693.000,4827.750,6409.000,11197.400,6018.333,5814.476,5396.000,6157.625
388,8314.182,6330.222,5891.909,8747.707,7221.346,6418.773,6773.000,4838.750,6266.000,11210.900,5957.429,5816.952,5381.844,6211.875
389,8326.091,6345.222,5900.000,8721.534,7229.346,6391.500,6639.250,4882.250,6380.000,11168.500,6004.952,5757.952,5379.125,6155.875
390,8314.454,6401.000,5861.455,8718.862,7212.231,6362.705,6629.250,4864.750,6352.500,11269.800,6062.143,5775.524,5392.375,6182.000
391,8326.454,6403.222,5863.364,8709.414,7221.577,6426.000,6594.750,4873.750,6447.000,11146.700,6080.952,5795.952,5412.938,6141.500
392,8292.091,6357.889,5849.727,8694.345,7191.308,6403.273,6612.500,4755.625,6410.000,11219.500,6059.048,5787.333,5403.812,6205.250
393,8349.637,6365.889,5790.000,8768.845,7196.577,6396.386,6645.250,4740.000,6359.500,11184.700,6033.619,5754.952,5405.656,6150.125
394,8386.546,6316.889,5832.909,8770.966,7187.461,6419.818,6689.250,4803.000,6316.000,11167.600,6022.667,5737.333,5389.875,6123.875
395,8304.909,6304.556,5770.273,8743.311,7216.692,6428.045,6720.500,4783.125,6436.000,11090.700,5982.286,5757.857,5401.500,6153.250
396,8300.091,6341.222,5812.000,8746.052,7145.846,6405.227,6631.250,4751.000,6455.000,11205.200,5954.429,5738.381,5380.031,6124.750
397,8277.182,6399.889,5784.636,8739.466,7143.808,6423.182,6649.000,4734.375,6289.000,11170.900,5934.429,5746.429,5367.031,6197.625
398,8309.637,6387.111,5738.909,8739.345,7182.385,6422.977,6607.000,4702.250,6336.500,11193.600,5882.000,5722.952,5395.156,6134.375
399,8285.182,6388.111,5764.000,8733.845,7136.808,6411.455,6553.500,4733.500,6314.000,11148.900,5881.429,5718.286,5404.469,6139.250
400,8226.182,6329.222,5693.909,8698.327,7140.500,6363.114,6645.750,4686.125,6351.000,11233.100,5859.286,5731.952,5402.250,6099.500
401,8263.182,6345.444,5728.364,8709.982,7136.308,6372.000,6710.500,4747.375,6364.500,11186.800,5788.714,5693.286,5402.594,6105.500
402,8213.454,6321.889,5659.182,8680.914,7137.154,6385.500,6606.500,4712.375,6412.000,11106.600,5815.619,5704.714,5396.438,6093.500
403,8254.000,6322.111,5672.182,8650.931,7157.269,6398.182,6646.250,4704.500,6291.500,11206.500,5784.952,5719.810,5358.625,6081.125
404,8244.272,6331.333,5662.091,8662.689,7176.192,6360.091,6624.500,4753.000,6277.500,11236.100,5885.143,5708.476,5371.562,6138.750
405,8246.637,6318.667,5675.545,8624.207,7120.539,6346.205,6561.500,4754.750,6253.500,11202.200,5866.714,5725.095,5405.656,6139.875
406,8272.454,6353.889,5597.182,8644.827,7125.346,6346.318,6655.500,4686.875,6428.500,11196.000,5847.571,5672.952,5372.281,6115.625
407,8240.272,6314.889,5679.455,8625.275,7172.385,6341.409,6642.250,4742.000,6310.500,11048.600,5854.762,5713.619,5360.688,6102.500
408,8255.454,6329.889,5648.000,8626.604,7110.615,6360.045,6609.500,4768.750,6354.000,11101.000,5835.000,5690.143,5372.156,6075.875
409,8260.818,6304.111,5596.636,8663.034,7087.192,6366.818,6695.250,4758.125,6436.500,11115.800,5871.524,5687.286,5365.969,6111.750
410,8312.637,6293.667,5538.727,8656.673,7069.308,6365.591,6548.250,4694.625,6258.500,11105.700,5881.524,5702.762,5370.031,6179.500
411,8256.363,6331.444,5617.545,8665.518,7087.539,6359.455,6607.500,4722.375,6270.000,11095.300,5849.810,5674.714,5367.969,6104.750
412,8223.182,6290.889,5578.273,8693.759,7087.846,6370.250,6577.250,4678.125,6401.000,11135.900,5807.238,5650.667,5367.312,6084.375
413,8238.000,6347.222,5578.727,8670.673,7101.731,6383.409,6591.000,4664.125,6234.500,11116.800,5817.905,5645.429,5390.094,6100.750
414,8268.000,6331.222,5568.727,8639.000,7036.808,6339.705,6705.500,4742.625,6399.000,10995.600,5800.714,5675.857,5365.281,6109.375
415,8274.909,6350.889,5512.636,8646.586,7039.961,6343.455,6579.500,4621.625,6309.000,10974.000,5809.476,5641.667,5366.875,6098.375
416,8230.728,6337.333,5538.727,8622.275,7064.385,6335.841,6528.000,4646.000,6176.000,11082.500,5864.381,5637.810,5380.938,6156.750
417,8198.363,6312.889,5553.273,8592.569,7016.423,6347.932,6559.500,4608.125,6320.000,11029.300,5830.095,5638.190,5382.562,6155.000
418,8291.909,6328.556,5471.727,8578.482,7022.115,6370.114,6535.250,4593.000,6359.500,11069.800,5825.000,5645.095,5349.562,6112.125
419,8221.272,6215.000,5479.273,8580.052,7037.115,6328.955,6656.500,4654.750,6385.000,11142.900,5833.952,5642.381,5377.562,6054.250
420,8225.909,6223.111,5521.182,8575.482,7043.385,6307.159,6616.750,4579.375,6171.500,10971.300,5766.190,5637.952,5346.844,6056.375
421,8170.455,6278.000,5460.000,8558.518,7003.346,6325.023,6630.250,4589.000,6219.500,11042.000,5770.714,5620.714,5362.281,6086.750
422,8196.000,6316.667,5493.000,8544.000,7023.231,6307.341,6644.000,4568.500,6217.500,11043.700,5745.333,5652.333,5338.375,6051.875
423,8172.000,6309.889,5417.636,8490.500,7047.346,6313.182,6577.750,4605.625,6327.000,11145.100,5687.333,5648.190,5352.625,6142.125
424,8260.091,6285.667,5437.727,8516.396,7031.500,6334.114,6641.000,4576.000,6237.500,11053.500,5689.476,5605.381,5344.469,6097.000
425,8284.363,6290.111,5443.455,8513.414,7004.231,6324.682,6633.750,4593.625,6358.000,11040.200,5662.714,5568.667,5387.406,6116.125
426,8223.818,6337.333,5393.455,8504.931,7028.115,6305.318,6552.500,4559.875,6364.000,11042.200,5629.667,5569.000,5338.438,6156.500
427,8178.636,6202.556,5413.727,8463.604,6996.846,6345.477,6584.500,4519.625,6383.000,11043.000,5723.190,5564.190,5326.094,6063.250
428,8292.454,6303.222,5433.909,8485.466,6983.692,6292.682,6547.500,4574.875,6427.500,11034.200,5772.524,5617.286,5343.688,6088.000
429,8192.909,6371.000,5378.182,8456.879,6988.039,6303.659,6510.000,4566.250,6202.500,11087.500,5796.048,5591.286,5342.219,6099.375
430,8201.454,6219.333,5385.545,8427.966,6970.039,6299.023,6540.750,4532.750,6189.500,11045.800,5741.143,5614.571,5300.156,6057.375
431,8218.454,6264.667,5360.545,8446.155,6960.115,6300.273,6543.750,4537.875,6350.000,11087.300,5759.619,5571.476,5348.156,6073.625
432,8226.728,6263.222,5347.273,8402.104,6969.039,6250.818,6594.000,4534.250,6294.500,10975.100,5698.714,5555.571,5318.125,6005.000
433,8209.091,6327.889,5363.455,8380.621,6967.961,6269.091,6666.500,4558.750,6342.500,10918.200,5671.619,5548.333,5336.906,6087.375
434,8193.546,6289.556,5327.182,8404.345,6954.346,6260.068,6532.750,4583.625,6247.000,10977.400,5673.810,5582.905,5352.812,6105.875
435,8175.091,6292.222,5327.727,8367.396,6949.769,6240.545,6506.000,4504.750,6361.000,11001.000,5640.571,5532.905,5336.656,6054.250
436,8266.637,6342.222,5329.727,8375.759,6941.846,6256.705,6473.500,4477.500,6292.500,10902.900,5636.286,5566.905,5342.219,6011.625
437,8176.818,6181.222,5435.364,8355.879,6936.577,6260.636,6481.000,4539.250,6250.500,10996.700,5578.143,5575.190,5320.000,6055.250
438,8204.272,6287.556,5417.545,8344.793,6901.577,6252.250,6512.500,4533.250,6128.000,10994.100,5585.810,5549.238,5357.688,6084.000
439,8143.364,6289.222,5381.636,8361.000,6921.808,6255.386,6522.000,4480.875,6195.000,11021.500,5547.762,5535.905,5330.500,6105.750
440,8123.909,6292.333,5331.091,8303.311,6934.692,6237.750,6526.500,4506.125,6283.500,11003.300,5547.762,5512.524,5322.250,6002.250
441,8217.363,6264.556,5358.727,8277.689,6904.885,6223.636,6535.500,4493.500,6162.000,10885.100,5537.333,5486.762,5291.469,6060.875
442,8116.273,6160.667,5378.091,8288.259,6880.269,6217.750,6435.750,4511.250,6230.500,11094.300,5482.619,5498.143,5322.094,6136.625
443,8194.272,6258.778,5365.909,8286.586,6886.885,6217.182,6649.250,4492.750,6341.000,10996.100,5502.286,5503.667,5336.188,6043.125
444,8163.091,6269.556,5338.636,8254.759,6847.615,6235.136,6456.000,4445.750,6209.500,11005.000,5470.810,5503.714,5323.094,5992.125
445,8120.000,6270.000,5376.455,8259.259,6930.846,6208.750,6514.750,4480.750,6246.000,10962.600,5488.952,5511.000,5326.562,5991.125
446,8074.818,6293.556,5335.091,8297.655,6879.539,6212.886,6561.500,4460.375,6429.500,11020.300,5467.286,5486.571,5314.719,6068.250
447,8105.909,6216.778,5318.545,8245.673,6889.885,6236.159,6437.250,4436.875,6152.000,10968.200,5398.714,5521.000,5313.062,6021.125
448,8151.455,6269.111,5319.000,8218.034,6868.077,6195.023,6502.500,4408.875,6335.000,10956.900,5422.000,5502.238,5327.531,6067.750
449,8166.000,6218.333,5358.727,8216.725,6837.577,6218.636,6490.500,4469.375,6162.000,11018.500,5394.190,5500.619,5335.719,6079.000
450,8072.455,6234.889,5331.091,8216.275,6885.385,6219.409,6506.750,4417.000,6231.500,11005.000,5390.381,5484.714,5300.625,5981.875
451,8122.909,6237.778,5295.909,8199.586,6826.423,6226.500,6436.750,4411.375,6297.000,10918.600,5374.333,5473.381,5294.344,6008.875
452,8152.000,6229.111,5286.818,8219.034,6844.615,6240.091,6532.250,4421.750,6308.500,10989.800,5368.667,5484.476,5308.125,6012.250
453,8135.364,6238.778,5289.364,8178.672,6813.269,6222.182,6423.750,4427.375,6304.500,10908.700,5348.381,5472.571,5298.688,6046.625
454,8109.000,6277.889,5279.636,8200.052,6852.731,6226.614,6503.000,4374.375,6253.500,10899.400,5301.476,5454.762,5309.875,6041.250
455,8074.818,6229.000,5273.000,8171.535,6825.923,6174.568,6479.750,4404.375,6206.500,10935.400,5287.095,5426.857,5288.969,5967.625
456,8071.364,6243.778,5222.636,8157.811,6793.769,6204.841,6479.500,4396.625,6395.000,10984.200,5287.000,5455.810,5302.938,5990.375
457,8125.273,6319.000,5245.000,8141.276,6829.423,6199.318,6489.750,4420.750,6410.500,10820.500,5273.476,5451.524,5258.594,5983.250
458,8147.182,6262.333,5242.455,8141.672,6814.192,6175.614,6393.000,4434.625,6122.000,10899.300,5274.619,5477.429,5293.531,5954.375
459,8127.818,6217.000,5205.364,8146.241,6791.961,6224.432,6466.250,4353.625,6306.000,10996.100,5377.905,5459.095,5307.031,6047.250
460,8131.182,6261.556,5192.909,8116.396,6782.539,6176.386,6471.750,4396.500,6291.500,11031.000,5378.476,5445.810,5283.719,6079.375
461,8095.545,6206.778,5220.909,8115.604,6787.654,6215.023,6494.500,4306.125,6226.000,10900.300,5394.762,5444.000,5325.125,5949.125
462,8115.000,6224.444,5184.000,8120.086,6769.346,6204.159,6418.250,4302.250,6267.500,10926.600,5384.238,5438.905,5258.312,5989.500
463,8058.545,6208.000,5197.364,8110.707,6743.500,6195.932,6483.750,4320.250,6270.000,10984.700,5366.619,5446.619,5289.094,6005.375
464,8056.000,6301.444,5172.455,8079.776,6730.577,6219.318,6521.000,4334.375,6319.500,10810.900,5346.000,5450.667,5293.938,5961.000
465,8047.727,6233.333,5174.091,8090.483,6725.269,6191.455,6405.750,4306.000,6073.500,10898.400,5347.048,5469.714,5279.656,5946.250
466,8048.000,6218.667,5177.455,8078.086,6749.961,6186.795,6429.750,4353.125,6320.500,11011.400,5339.095,5407.619,5280.906,5938.875
467,8016.273,6194.444,5122.636,8052.311,6737.269,6170.977,6493.000,4286.875,6109.000,10899.900,5292.429,5461.810,5283.250,5972.750
468,8093.091,6203.556,5148.273,8028.811,6690.346,6174.614,6549.000,4281.750,6220.500,10869.800,5313.238,5394.286,5266.875,6024.375
469,8071.091,6207.333,5109.727,8029.052,6707.346,6146.750,6490.500,4340.625,6153.000,10865.300,5417.476,5441.429,5299.312,6007.125
470,8060.727,6225.778,5162.364,8012.689,6689.692,6157.795,6384.500,4278.375,6359.000,10857.200,5497.000,5407.714,5266.281,5973.625
471,8097.182,6174.444,5144.273,8037.086,6691.846,6144.386,6463.250,4347.625,6257.000,10962.900,5475.714,5436.286,5285.094,5992.875
472,8071.545,6195.889,5140.273,7971.983,6693.769,6152.932,6488.250,4320.750,6183.500,10921.100,5520.571,5382.190,5275.312,5983.000
473,8143.909,6146.444,5099.364,7978.172,6695.692,6129.295,6528.750,4257.625,6209.000,10972.500,5459.429,5415.000,5293.562,5953.375
474,8026.818,6233.889,5103.818,7997.828,6688.308,6125.136,6363.500,4278.750,6247.000,10969.900,5514.190,5400.905,5284.031,5949.750
475,8075.909,6215.778,5196.909,7998.276,6700.231,6136.818,6390.500,4333.375,6300.500,10875.600,5594.190,5417.810,5268.594,5940.375
476,8070.273,6137.889,5215.273,7984.552,6632.577,6091.750,6433.000,4289.000,6315.000,10806.000,5616.286,5391.429,5231.688,5964.625
477,8042.727,6188.778,5164.182,7979.776,6651.192,6129.568,6384.750,4295.750,6251.000,10895.600,5599.857,5410.333,5285.125,5982.125
478,8041.545,6168.889,5168.182,7952.811,6638.039,6119.545,6513.000,4293.125,6140.500,10872.300,5597.571,5411.619,5289.656,5966.125
479,8081.909,6217.222,5186.909,7945.052,6630.961,6100.159,6527.500,4228.625,6173.000,10796.500,5579.810,5409.952,5255.438,5956.500
480,7986.273,6169.889,5164.455,7938.965,6623.923,6104.114,6431.250,4267.375,6173.000,10984.100,5605.714,5442.381,5255.906,5934.875
481,8054.727,6188.556,5156.545,7932.621,6620.039,6078.795,6373.000,4273.625,6241.000,10943.600,5495.143,5399.476,5272.219,5915.750
482,8043.545,6146.000,5161.182,7912.189,6605.961,6101.841,6422.250,4237.000,6122.500,10777.600,5512.857,5416.333,5283.062,5984.625
483,8056.000,6240.444,5151.909,7907.500,6612.961,6146.341,6480.000,4204.000,6208.000,10812.200,5472.381,5384.857,5249.625,5899.875
484,8124.545,6167.556,5108.091,7904.965,6609.615,6163.705,6374.000,4201.375,6415.000,10816.700,5499.667,5364.762,5256.188,5941.375
485,8059.727,6167.444,5133.182,7890.052,6572.308,6111.886,6434.750,4186.500,6209.500,10880.100,5457.048,5379.286,5248.031,5987.500
486,8027.636,6167.222,5136.091,7879.172,6572.846,6120.977,6366.500,4171.000,6089.500,10900.100,5539.762,5374.762,5259.219,5945.250
487,8037.455,6140.333,5215.091,7864.259,6606.346,6126.864,6495.500,4200.250,6209.500,10774.700,5610.286,5347.714,5256.812,5950.375
488,7997.818,6171.111,5162.182,7904.983,6568.308,6129.318,6451.000,4186.750,6229.000,10774.400,5610.333,5364.143,5242.156,5943.500
489,8089.818,6107.333,5203.182,7897.431,6557.731,6091.932,6472.500,4179.250,6213.000,10735.900,5587.952,5323.000,5275.406,6018.500
490,8023.455,6178.444,5217.273,7872.741,6504.692,6097.205,6471.000,4176.000,6240.000,10729.400,5519.000,5346.857,5236.844,5949.625
491,8067.364,6138.111,5197.273,7842.828,6542.154,6107.455,6484.000,4188.500,6201.000,10847.000,5570.048,5327.381,5212.812,5905.250
492,7966.455,6177.111,5169.727,7844.707,6529.577,6086.045,6370.750,4211.125,6185.500,10748.400,5494.571,5294.190,5226.719,5908.250
493,8015.182,6097.444,5171.273,7818.328,6524.539,6103.091,6470.750,4174.875,6126.500,10775.000,5450.619,5343.429,5250.625,5987.500
494,8025.636,6126.444,5116.364,7820.483,6471.692,6080.591,6485.250,4140.375,6118.500,10700.700,5480.810,5328.048,5221.875,5900.125
495,8028.091,6123.778,5132.636,7789.914,6535.154,6095.273,6418.250,4205.125,6198.500,10774.000,5448.905,5314.524,5208.625,5947.125
496,7979.182,6121.333,5133.364,7813.086,6491.615,6075.795,6357.500,4196.625,6170.500,10800.500,5402.333,5323.714,5232.469,5892.750
497,8029.727,6092.444,5097.636,7803.517,6464.846,6075.568,6295.250,4184.375,6161.500,10807.400,5372.429,5320.762,5236.750,5952.875
498,7981.182,6157.222,5108.000,7782.483,6454.231,6081.682,6375.250,4168.500,6197.000,10765.500,5345.952,5295.524,5199.219,5974.875
499,8045.273,6171.667,5078.636,7778.535,6470.885,6067.068,6392.250,4225.625,6099.500,10755.100,5318.429,5293.571,5227.688,5934.250
500,7987.545,6142.333,5145.091,7769.621,6499.731,6099.205,6317.000,4163.375,6061.500,10794.700,5337.619,5282.048,5205.219,5897.125
501,8060.364,6172.667,5081.364,7767.035,6468.000,6048.932,6393.000,4161.500,6108.000,10707.000,5278.381,5307.143,5204.031,5943.500
502,8012.636,6162.778,5065.455,7733.189,6466.692,6069.659,6331.500,4126.000,6183.000,10761.600,5288.619,5291.381,5230.312,5849.125
503,8008.727,6138.556,5027.000,7726.311,6398.500,6025.091,6400.250,4189.750,6219.000,10690.800,5262.714,5317.095,5218.719,5926.750
504,8015.636,6132.556,5038.364,7696.793,6412.808,6034.250,6357.000,4145.500,6312.000,10670.500,5216.667,5283.381,5214.844,6008.250
505,7962.909,6112.556,5110.818,7701.276,6421.577,6027.591,6289.500,4082.500,6136.000,10772.900,5237.571,5291.190,5220.969,5942.375
506,7990.727,6151.889,5067.818,7717.638,6421.654,6017.750,6347.500,4103.000,6143.500,10810.900,5227.810,5271.857,5194.094,5901.750
507,7955.727,6139.333,5061.000,7716.500,6438.923,6043.136,6291.250,4156.750,6113.500,10733.600,5216.429,5283.000,5193.312,5912.250
508,7983.909,6132.778,5021.000,7697.017,6363.923,6053.227,6393.500,4124.000,6179.000,10709.800,5175.476,5284.333,5192.781,5844.000
509,7931.909,6096.222,5059.182,7636.983,6338.077,6061.227,6467.750,4110.875,6117.000,10697.100,5175.238,5252.857,5189.719,5865.625
510,7997.455,6081.222,4953.545,7686.414,6383.115,6034.159,6442.250,4114.375,6100.500,10678.200,5135.905,5252.905,5183.531,5875.750
511,7959.727,6031.778,5035.545,7638.328,6371.654,6035.636,6353.750,4158.000,6191.500,10682.200,5146.952,5236.857,5181.625,5940.250
512,8034.182,6158.333,5039.364,7612.241,6360.846,6016.205,6323.000,4137.125,6084.500,10756.200,5137.143,5259.667,5193.875,5910.625
513,7915.727,6039.111,5030.091,7626.828,6386.192,6004.318,6345.500,4094.000,6070.500,10671.900,5139.000,5229.952,5188.656,5863.125
514,7908.727,6154.111,4962.455,7620.586,6320.192,6002.091,6510.750,4112.250,6184.500,10713.400,5112.190,5240.667,5177.875,5886.625
515,7953.000,6092.667,4988.273,7597.552,6312.423,6014.977,6352.000,4083.625,6185.500,10701.900,5103.619,5219.905,5174.438,5871.000
516,7975.091,6104.222,4996.000,7584.741,6347.192,5997.500,6392.000,4156.625,6072.000,10672.800,5074.000,5236.905,5169.656,5850.375
517,7969.636,6081.778,4982.000,7569.052,6352.115,6014.750,6354.750,4065.875,6098.500,10692.400,5089.905,5187.857,5197.312,5862.000
518,7953.545,6111.778,4989.273,7606.448,6330.615,6023.591,6342.750,4099.250,6147.000,10734.200,5074.000,5207.429,5165.594,5811.250
519,7953.818,6145.111,4964.545,7599.017,6292.769,6022.773,6420.250,4091.375,5960.500,10647.800,5040.667,5205.810,5151.406,5859.375
520,8022.000,6117.667,4962.364,7589.311,6319.961,6047.659,6329.250,4028.875,6295.000,10621.500,5031.286,5210.048,5152.031,5848.625
521,7988.364,6125.556,4982.273,7579.448,6329.808,6033.682,6284.750,4019.250,6203.000,10668.300,5034.381,5222.524,5138.750,5789.500
522,7912.636,6086.444,4997.455,7564.759,6285.039,6034.886,6391.000,4096.375,6192.500,10653.700,5001.952,5169.667,5190.250,5861.500
523,7956.636,6123.444,4939.455,7553.724,6299.539,6013.841,6324.000,4010.000,6237.000,10701.900,5016.714,5203.857,5141.188,5874.500
524,7957.273,6161.222,4998.818,7547.862,6246.769,6029.477,6328.500,4070.125,6028.000,10718.100,5017.667,5186.190,5151.625,5794.875
525,7913.273,6096.556,4975.091,7519.172,6251.769,6032.591,6331.000,4057.625,6133.000,10641.900,4994.286,5155.143,5160.938,5842.125
526,7983.818,6066.667,4917.545,7534.086,6284.308,6008.455,6369.250,4078.750,6152.000,10639.100,4995.810,5212.714,5122.938,5876.125
527,7963.727,6132.111,4945.818,7515.465,6252.923,5983.682,6311.000,4047.500,6070.500,10656.600,4945.619,5143.048,5132.531,5842.250
528,7849.727,6063.778,4916.364,7487.276,6243.000,5992.250,6396.500,4032.500,5974.500,10626.200,4959.762,5165.095,5154.625,5836.500
529,7911.545,6081.444,4922.545,7524.328,6230.961,5990.886,6374.000,4072.750,6073.500,10711.400,4956.667,5158.714,5152.812,5861.375
530,7984.091,6107.000,4912.091,7491.155,6243.769,5995.591,6271.500,4045.250,6193.000,10635.200,4962.000,5159.762,5141.219,5866.500
531,7919.091,6144.667,4929.545,7463.448,6197.308,6007.091,6231.000,4016.000,6175.000,10618.800,4966.000,5133.524,5124.781,5815.875
532,7873.182,6088.778,4941.000,7458.517,6215.846,5981.659,6275.250,4032.000,6089.500,10611.200,4933.048,5107.190,5144.688,5824.875
533,7934.909,6072.889,4941.727,7433.724,6152.961,5982.932,6388.250,4050.000,6067.500,10557.100,4912.667,5147.476,5130.500,5836.250
534,7879.000,6101.889,4985.364,7441.879,6159.654,5989.955,6379.000,4084.625,6058.000,10558.200,4904.810,5177.524,5130.188,5843.125
535,7931.636,6083.444,5067.455,7444.811,6176.192,5964.614,6240.250,4038.500,6049.500,10563.100,4915.571,5131.667,5148.375,5875.375
536,7937.636,6081.556,5023.545,7427.465,6176.308,5960.205,6313.750,4027.500,6088.500,10618.500,4912.619,5131.714,5124.125,5841.125
537,7969.455,6074.778,5059.091,7433.879,6179.269,5989.409,6297.000,4011.625,5993.000,10595.600,4919.095,5140.762,5118.781,5885.000
538,7967.545,6139.222,5039.000,7423.328,6230.039,5928.477,6340.250,4076.500,6134.500,10585.000,4917.762,5143.381,5116.969,5771.625
539,7911.909,6104.667,5030.636,7404.879,6179.077,5981.068,6227.500,3988.000,5959.500,10617.200,4897.810,5134.429,5127.406,5829.500
540,7879.364,6099.444,5069.364,7391.362,6164.500,5968.523,6251.500,4022.500,6058.500,10523.700,4884.286,5099.714,5078.219,5871.875
541,7904.545,6104.333,5080.182,7372.638,6143.231,5951.477,6265.250,4008.625,6048.000,10543.400,4903.667,5093.238,5136.531,5765.125
542,7912.636,6015.111,4967.091,7399.414,6155.308,5940.795,6197.000,4035.500,6118.000,10553.700,4863.714,5087.381,5091.625,5842.125
543,7909.909,6053.111,4993.364,7372.811,6114.846,5968.909,6287.250,4030.500,6038.000,10532.600,4879.619,5101.095,5078.250,5824.250
544,7922.545,6046.444,5024.364,7375.862,6136.923,5934.409,6155.250,4032.125,6197.500,10469.000,4855.714,5083.952,5113.281,5811.000
545,7927.636,6068.222,5004.000,7349.965,6108.654,5960.568,6260.750,4045.125,6163.000,10483.300,4857.381,5063.238,5080.000,5820.000
546,7933.909,6151.667,4967.182,7362.172,6074.308,5960.000,6218.250,4036.375,6059.500,10418.300,4886.095,5093.476,5109.875,5816.250
547,7913.455,6047.667,4982.273,7349.811,6111.808,5900.614,6240.500,3987.500,6043.500,10526.600,4835.476,5086.286,5123.938,5815.375
548,7925.273,6074.667,4939.091,7321.948,6088.654,5922.955,6214.750,4022.125,5864.000,10507.600,4942.476,5066.714,5093.969,5737.250
549,7875.000,6074.778,4981.273,7301.431,6083.885,5939.614,6223.750,4002.000,6034.500,10548.300,5019.095,5085.429,5058.062,5799.875
550,7843.909,6031.111,4929.091,7300.052,6144.154,5950.750,6331.250,3979.750,6017.000,10524.100,5102.762,5091.762,5088.562,5873.625
551,7892.909,6096.000,4959.909,7290.724,6056.115,5956.614,6246.000,3992.750,6053.000,10549.200,5091.476,5064.143,5079.906,5780.250
552,7927.818,6029.444,4952.455,7271.293,6082.461,5977.864,6269.000,3986.000,6143.500,10546.100,5063.667,5114.667,5065.281,5856.000
553,7883.000,6043.444,4915.636,7278.017,6075.000,5930.977,6164.250,3938.625,6117.000,10495.800,5092.810,5099.286,5076.625,5706.250
554,7869.182,6032.889,4938.182,7251.845,6082.192,5936.432,6257.250,3998.500,6111.000,10551.500,5084.571,5016.143,5084.000,5777.250
555,7830.091,6053.444,4905.091,7281.535,6031.769,5927.727,6214.750,3967.500,6023.000,10408.800,5034.429,5094.714,5072.406,5766.000
556,7876.727,6087.333,4930.000,7256.879,6070.577,5936.545,6239.500,3986.500,6027.000,10412.000,5008.048,5054.095,5068.406,5699.125
557,7920.000,6119.333,4940.545,7239.017,6046.192,5934.727,6213.500,3970.250,5989.000,10444.200,5066.048,5065.762,5055.594,5771.500
558,7830.545,6073.667,4917.182,7246.759,6039.423,5917.386,6134.750,3973.875,5930.500,10431.900,4995.667,5071.571,5036.312,5749.875
559,7836.909,6052.000,4895.091,7298.345,5999.461,5938.182,6214.750,3984.125,6166.000,10446.100,4987.857,5012.143,5074.500,5809.375
560,7853.909,6102.889,4866.182,7358.517,6064.654,5918.136,6210.000,3995.500,6053.000,10520.700,4981.286,5007.333,5061.344,5740.375
561,7821.273,6024.889,4908.273,7356.138,6024.769,5917.909,6275.250,3995.375,6059.000,10449.800,4914.048,5043.095,5086.406,5798.750
562,7851.091,6049.333,4866.182,7399.069,5993.961,5918.432,6181.750,3959.250,5872.500,10422.200,4941.571,5011.429,5033.656,5758.500
563,7865.727,6099.667,4887.000,7353.914,6030.461,5931.273,6249.250,3998.625,6076.000,10401.600,4931.048,5049.905,5030.969,5742.500
564,7917.364,6054.111,4872.818,7372.672,5975.039,5910.636,6229.750,3934.250,6015.500,10399.900,4961.810,5023.952,5037.688,5737.250
565,7820.909,5973.000,4833.091,7337.672,5997.423,5883.409,6207.750,3961.750,6064.500,10438.800,5081.190,5010.810,5023.125,5770.625
566,7849.455,6078.111,4854.727,7318.604,5986.423,5935.409,6165.750,3935.750,5938.500,10411.800,5140.048,5024.571,5034.344,5765.375
567,7750.909,6052.111,4862.455,7321.448,5996.615,5886.818,6188.000,3933.125,6001.000,10371.800,5080.952,4993.048,5065.344,5791.000
568,7814.364,5990.333,4882.636,7316.896,5977.539,5922.795,6100.750,3919.875,5953.000,10369.300,5130.429,4994.905,5037.719,5763.375
569,7778.727,6048.778,4862.000,7310.965,5944.654,5931.682,6203.500,3953.625,5942.000,10358.500,5127.333,5009.095,5040.906,5768.000
570,7856.182,6054.889,4854.273,7280.259,5942.039,5899.500,6148.750,3923.500,5976.500,10400.100,5102.381,4998.762,5009.594,5811.250
571,7883.818,6093.111,4849.818,7296.586,5975.308,5847.250,6207.250,3858.500,6054.500,10345.700,5087.619,5002.476,5018.469,5766.250
572,7778.727,6073.444,4835.909,7387.379,5955.154,5878.591,6245.250,3929.875,5921.000,10327.700,5049.714,5022.333,5019.688,5771.000
573,7836.545,6051.889,4846.364,7425.224,5927.192,5884.364,6082.000,3939.250,6070.500,10340.400,5044.524,4974.286,5016.188,5742.875
574,7857.909,6064.333,4819.818,7411.931,5926.385,5897.500,6161.500,3982.000,5969.000,10353.300,5016.381,4974.429,5041.406,5789.875
575,7887.091,6025.889,4817.818,7405.948,5936.039,5913.432,6245.750,3923.250,6032.500,10327.900,5033.286,4971.381,5017.656,5749.125
576,7785.545,6091.333,4867.545,7399.655,5888.577,5902.227,6151.000,3944.000,6001.000,10404.400,4987.095,4999.238,5007.812,5695.500
