 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10
229,6268.861,5492.355,5536.486,6775.541,6387.476,6201.938,8515.678,7311.039,6073.062,4923.539
230,6252.028,5523.226,5542.529,6780.784,6389.667,6200.562,8524.581,7276.539,6033.250,4932.385
231,6236.083,5499.129,5544.329,6768.486,6352.381,6160.312,8430.290,7282.808,6039.000,4930.423
232,6250.722,5480.968,5558.900,6765.838,6340.952,6177.375,8447.258,7300.154,6066.344,4895.192
233,6219.222,5484.323,5551.029,6754.027,6349.714,6194.688,8424.451,7244.115,5949.469,4904.154
234,6272.667,5493.677,5546.486,6807.973,6373.762,6158.938,8396.226,7263.192,5949.594,4927.769
235,6250.444,5475.548,5559.271,6749.541,6323.952,6185.312,8327.258,7266.154,5968.500,4897.731
236,6274.278,5459.677,5538.986,6742.919,6324.571,6201.812,8245.226,7251.654,5957.500,4894.461
237,6229.889,5496.291,5530.971,6758.271,6333.095,6233.438,8294.451,7272.808,5959.062,4888.385
238,6262.056,5461.839,5574.214,6796.919,6331.143,6183.312,8306.064,7237.731,5937.969,4894.654
239,6251.194,5451.419,5546.386,6752.243,6325.095,6187.938,8234.549,7185.154,5935.594,4928.115
240,6216.972,5512.484,5530.157,6766.433,6332.524,6209.375,8230.354,7230.885,5904.500,4910.961
241,6263.611,5520.742,5565.500,6764.162,6334.048,6185.125,8182.097,7222.461,5897.312,4916.539
242,6222.472,5490.516,5530.414,6751.622,6329.571,6146.250,8153.161,7214.577,5898.875,4915.808
243,6212.833,5501.968,5554.671,6763.352,6381.952,6164.500,8087.258,7175.654,5881.812,4880.769
244,6228.917,5458.387,5543.243,6752.595,6366.095,6142.062,8053.032,7175.846,5853.500,4891.846
245,6215.583,5465.323,5536.314,6775.216,6344.667,6135.312,8056.355,7174.346,5861.875,4896.692
246,6253.333,5469.323,5544.657,6778.595,6322.381,6135.250,7963.161,7150.192,5824.031,4908.769
247,6262.000,5473.484,5552.657,6816.081,6354.905,6123.250,7925.581,7079.269,5825.312,4896.961
248,6213.500,5482.871,5559.729,6761.703,6399.714,6177.562,7936.097,7185.154,5806.156,4920.615
249,6275.194,5475.355,5543.614,6757.405,6394.381,6174.625,7899.839,7119.346,5817.531,4926.500
250,6221.667,5481.807,5533.043,6751.027,6310.190,6148.375,7867.807,7116.423,5774.094,4899.577
251,6212.111,5465.903,5554.100,6762.648,6372.429,6076.125,7826.774,7120.885,5766.406,4919.961
252,6211.639,5444.581,5529.643,6720.729,6374.000,6167.125,7811.839,7057.308,5786.812,4887.115
253,6204.306,5493.419,5567.543,6760.811,6349.048,6116.062,7759.258,7080.077,5759.562,4899.577
254,6223.500,5462.064,5553.857,6750.567,6370.762,6114.938,7722.968,7078.961,5746.375,4907.231
255,6209.250,5473.742,5561.214,6738.243,6372.905,6147.688,7701.548,7078.539,5697.125,4880.731
256,6220.639,5473.871,5563.329,6753.648,6395.714,6085.938,7704.193,7056.923,5729.469,4940.154
257,6218.056,5459.968,5551.414,6728.297,6372.238,6150.562,7644.581,7047.654,5715.625,4902.500
258,6181.056,5465.355,5539.771,6725.324,6404.048,6181.812,7609.839,7020.154,5677.188,4894.923
259,6204.028,5474.193,5557.086,6718.000,6327.381,6127.688,7570.903,6997.000,5735.219,4908.692
