 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10
211,5178.078,6449.615,6677.139,5383.731,8052.200,7172.972,5869.324,5424.536,5675.094,6112.583
212,5196.328,6442.846,6687.667,5382.461,8098.225,7157.528,5845.853,5429.786,5682.656,6147.722
213,5176.219,6430.846,6683.528,5390.539,8106.500,7147.500,5864.059,5423.214,5682.844,6155.972
214,5180.188,6423.654,6651.694,5359.039,8123.525,7183.944,5857.118,5386.393,5689.250,6145.306
215,5189.031,6408.231,6682.361,5408.846,8128.175,7157.278,5860.471,5417.607,5648.344,6161.306
216,5168.359,6446.789,6667.389,5384.423,8077.750,7180.917,5850.029,5434.143,5673.750,6101.444
217,5187.031,6449.154,6685.722,5409.731,8067.712,7121.889,5820.647,5384.214,5632.438,6126.278
218,5193.594,6436.192,6670.750,5378.923,8089.025,7138.444,5892.588,5447.607,5683.969,6128.056
219,5181.422,6448.365,6668.750,5403.808,8062.487,7176.528,5847.765,5407.500,5627.719,6147.444
220,5201.797,6453.711,6702.889,5402.154,8074.675,7162.889,5839.912,5406.786,5690.344,6150.694
221,5175.484,6451.308,6663.806,5363.808,8070.900,7150.972,5851.382,5411.893,5692.062,6151.361
222,5170.984,6419.654,6692.556,5443.154,8055.862,7199.361,5850.265,5418.179,5679.781,6103.806
223,5185.922,6419.865,6683.444,5390.115,8065.562,7196.861,5835.618,5397.964,5650.938,6150.111
224,5179.188,6439.654,6686.056,5394.731,8069.750,7192.222,5881.971,5387.857,5654.781,6140.972
225,5157.359,6449.442,6665.972,5392.615,8059.050,7153.500,5885.118,5408.964,5680.844,6167.500
226,5177.438,6438.500,6683.139,5410.500,8054.625,7152.361,5823.088,5439.214,5657.844,6167.250
227,5186.531,6456.577,6690.722,5410.000,8073.812,7176.556,5856.000,5441.071,5675.219,6149.528
228,5183.375,6419.039,6710.583,5410.615,8038.737,7162.111,5841.324,5411.464,5671.875,6169.111
229,5175.141,6460.173,6669.694,5430.154,8029.513,7150.500,5862.206,5412.179,5660.750,6133.028
230,5182.953,6444.173,6672.389,5383.769,8027.100,7152.389,5854.265,5422.821,5694.719,6113.306
231,5190.984,6434.173,6653.972,5419.385,8032.350,7147.806,5836.147,5411.571,5660.219,6124.250
232,5173.312,6414.827,6714.750,5441.154,8036.263,7175.333,5845.029,5420.571,5671.594,6137.056
233,5179.750,6448.231,6693.278,5396.346,8046.175,7168.611,5859.824,5427.429,5667.594,6176.333
234,5195.875,6459.731,6664.889,5436.846,8014.775,7182.333,5899.147,5432.821,5643.906,6125.556
235,5172.078,6444.231,6669.639,5425.231,8040.725,7181.417,5818.912,5407.464,5678.406,6145.028
236,5180.969,6446.154,6680.778,5425.346,8046.812,7142.639,5827.235,5388.821,5659.250,6158.361
237,5171.734,6446.577,6683.472,5426.385,8009.538,7186.111,5864.824,5401.071,5632.938,6134.861
238,5170.406,6421.885,6695.972,5459.692,7994.650,7161.444,5865.265,5441.464,5642.969,6144.361
239,5183.562,6455.961,6684.778,5383.808,8011.675,7161.833,5824.559,5392.679,5664.125,6154.056
240,5168.375,6450.423,6652.639,5430.385,8031.212,7139.667,5850.559,5444.179,5636.219,6121.917
241,5165.469,6459.173,6682.222,5429.000,8067.575,7183.972,5846.176,5402.464,5660.469,6137.806
242,5179.688,6419.077,6672.194,5414.539,8071.638,7145.556,5877.618,5401.286,5674.875,6146.944
243,5194.641,6443.192,6691.472,5445.115,8025.938,7194.833,5827.588,5444.250,5648.688,6166.306
244,5188.734,6434.846,6680.194,5439.500,8019.650,7159.833,5844.441,5400.250,5683.438,6162.889
245,5169.172,6434.289,6648.361,5457.731,7998.225,7154.417,5827.500,5433.429,5632.938,6155.778
246,5180.234,6434.981,6689.250,5460.385,7996.500,7181.667,5866.853,5409.571,5642.875,6124.500
247,5176.953,6444.558,6713.306,5458.961,7991.300,7140.361,5855.794,5418.500,5665.562,6136.278
248,5173.609,6434.115,6684.111,5464.346,7992.712,7177.028,5875.471,5379.643,5663.219,6151.333
249,5158.359,6436.769,6683.639,5417.692,8012.025,7129.222,5853.441,5417.071,5629.031,6156.972
250,5180.953,6434.173,6682.417,5500.923,7977.575,7129.472,5843.794,5401.750,5653.469,6119.250
251,5189.328,6417.673,6709.500,5420.500,7988.325,7181.056,5852.882,5370.929,5629.656,6149.778
252,5167.375,6417.211,6695.028,5450.577,7977.038,7163.694,5867.471,5433.214,5621.812,6136.694
253,5188.672,6432.019,6657.167,5467.192,7950.712,7134.528,5894.147,5421.750,5659.125,6144.500
254,5174.297,6398.173,6679.139,5477.039,7953.425,7172.778,5843.735,5398.714,5665.875,6160.611
255,5171.969,6450.654,6659.194,5454.115,7955.325,7159.472,5837.029,5409.643,5641.750,6123.556
256,5187.875,6439.192,6689.500,5444.308,7913.763,7172.417,5836.618,5362.036,5646.844,6131.111
257,5175.375,6418.827,6707.694,5439.808,7939.475,7149.583,5852.676,5379.607,5628.844,6147.778
258,5196.234,6420.635,6673.944,5500.192,7933.600,7165.250,5829.382,5416.071,5640.531,6143.444
259,5178.266,6408.096,6668.944,5471.385,7908.225,7142.639,5838.529,5373.107,5640.875,6127.889
260,5176.734,6442.558,6709.333,5466.885,7907.263,7132.139,5833.500,5405.286,5603.406,6130.472
261,5185.266,6433.308,6676.722,5501.192,7897.538,7146.361,5869.824,5398.643,5627.031,6134.417
262,5182.078,6418.173,6685.861,5470.692,7897.100,7138.306,5838.206,5388.929,5653.188,6138.944
263,5187.234,6412.769,6658.861,5463.961,7895.350,7149.611,5875.412,5401.536,5642.094,6174.250
