 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13
610,3202.855,6084.826,5063.567,6419.059,5921.115,5230.143,4335.321,5354.356,4418.013,4401.958,4238.246,5232.232,4784.493
611,3190.339,6082.812,5040.750,6369.745,5904.846,5214.914,4324.190,5360.322,4399.587,4399.729,4235.295,5254.562,4803.087
612,3205.436,6062.739,5043.200,6356.980,5907.173,5232.143,4297.119,5346.267,4394.125,4397.979,4243.803,5252.384,4787.130
613,3203.097,6073.261,5051.083,6348.373,5887.135,5209.200,4315.476,5340.027,4375.513,4405.531,4211.164,5231.902,4775.870
614,3198.686,6052.493,5045.067,6357.255,5896.827,5213.986,4302.071,5341.767,4373.500,4385.885,4215.656,5246.929,4794.015
615,3203.919,6091.898,5055.217,6343.353,5903.269,5223.786,4300.512,5338.658,4362.487,4392.615,4233.017,5258.741,4810.536
616,3207.242,6044.464,5042.367,6336.255,5901.586,5204.071,4297.202,5334.767,4355.962,4397.677,4228.688,5251.527,4785.652
617,3195.734,6082.812,5023.050,6297.157,5887.885,5215.314,4270.036,5357.808,4342.275,4377.583,4225.951,5255.509,4803.739
618,3192.645,6072.406,5028.717,6332.784,5871.692,5229.714,4289.179,5354.308,4332.712,4390.344,4240.492,5262.723,4800.753
619,3195.226,6050.377,5037.533,6272.745,5883.789,5202.086,4255.107,5348.603,4321.587,4383.906,4219.623,5251.402,4810.072
620,3198.960,6069.957,5044.250,6287.569,5846.029,5210.800,4273.083,5351.397,4303.350,4387.521,4237.246,5257.732,4801.029
621,3199.831,6059.609,5057.750,6275.098,5858.173,5213.700,4244.845,5354.986,4301.913,4389.594,4226.820,5251.134,4796.797
622,3181.073,6063.551,5030.233,6269.000,5855.461,5219.457,4276.405,5350.781,4283.825,4374.000,4238.049,5267.107,4826.942
623,3185.548,6077.102,5052.033,6232.784,5846.875,5225.500,4267.179,5362.171,4287.188,4377.500,4219.262,5266.706,4848.696
624,3191.290,6046.304,5022.367,6259.882,5857.039,5217.057,4246.690,5367.253,4274.850,4369.490,4237.295,5248.804,4832.391
625,3189.064,6070.580,5014.033,6264.118,5869.029,5218.014,4245.440,5360.877,4271.138,4368.677,4210.853,5250.982,4847.247
626,3174.823,6070.870,5037.117,6271.373,5848.336,5213.043,4249.655,5329.815,4248.112,4380.229,4229.115,5243.331,4840.029
627,3178.944,6079.638,5050.067,6279.490,5831.327,5224.214,4249.179,5328.575,4247.688,4370.115,4208.361,5224.518,4825.217
628,3174.540,6048.710,5043.750,6260.412,5838.808,5208.586,4226.476,5339.979,4244.500,4382.573,4236.524,5274.268,4823.725
629,3177.895,6068.681,5021.683,6253.235,5834.125,5217.214,4229.131,5334.788,4242.700,4374.948,4225.902,5245.812,4818.275
630,3177.186,6051.652,5014.200,6271.353,5831.404,5220.743,4213.524,5335.740,4251.050,4369.531,4227.312,5247.312,4817.971
631,3183.097,6069.710,5009.167,6260.667,5826.144,5202.957,4230.810,5330.486,4211.600,4366.500,4228.738,5252.884,4826.870
632,3163.968,6036.391,5026.217,6244.980,5837.298,5201.114,4197.405,5326.445,4221.625,4385.604,4224.639,5253.419,4818.812
633,3159.282,6030.725,5038.550,6244.706,5820.567,5205.243,4207.190,5332.363,4229.350,4399.021,4215.705,5254.509,4834.913
634,3171.081,6033.362,5028.167,6223.608,5827.596,5202.457,4213.667,5303.884,4271.362,4366.042,4212.918,5264.071,4827.261
635,3173.605,6030.725,5024.900,6263.784,5805.461,5215.757,4196.643,5314.794,4284.562,4390.104,4231.262,5257.393,4822.290
636,3166.564,6043.116,5028.250,6234.431,5810.490,5211.800,4201.476,5304.644,4293.087,4371.448,4227.639,5247.893,4835.362
637,3159.073,6052.623,5025.950,6243.157,5800.846,5203.300,4201.226,5314.109,4289.737,4374.656,4214.951,5253.411,4841.522
638,3154.669,6025.130,5006.483,6249.314,5795.731,5195.300,4181.464,5308.082,4281.888,4377.729,4226.147,5261.419,4834.058
639,3163.008,6007.319,5017.283,6208.588,5796.894,5209.957,4183.310,5318.692,4277.400,4374.729,4238.574,5248.509,4821.464
640,3165.839,6016.536,5007.833,6188.392,5788.481,5188.443,4180.060,5312.062,4275.100,4344.646,4203.574,5247.804,4841.898
641,3162.758,6019.580,5022.850,6174.824,5791.029,5216.043,4187.131,5289.548,4282.862,4362.844,4213.098,5261.464,4841.522
642,3162.460,6044.696,4991.350,6198.569,5778.039,5203.372,4172.167,5317.747,4258.212,4354.188,4224.459,5252.616,4854.913
643,3164.411,6053.696,5008.083,6146.784,5768.240,5192.571,4182.940,5304.247,4261.712,4349.562,4206.197,5245.179,4844.290
644,3154.024,6025.464,5021.983,6163.314,5748.635,5210.814,4169.310,5301.192,4232.962,4352.458,4196.180,5238.607,4811.507
645,3162.387,6031.725,4999.600,6110.686,5752.500,5215.971,4166.310,5310.363,4241.688,4354.740,4214.017,5239.652,4843.261
646,3155.048,6019.362,5017.917,6125.686,5761.923,5174.400,4169.488,5296.541,4224.538,4346.062,4222.410,5229.348,4835.159
647,3157.629,6032.449,4992.133,6161.451,5765.500,5199.714,4176.179,5306.055,4212.263,4342.927,4206.246,5238.018,4832.638
648,3158.089,6021.652,4995.550,6124.392,5737.086,5170.957,4164.810,5312.068,4271.375,4331.698,4201.065,5241.982,4839.855
649,3152.726,6031.174,5015.500,6123.274,5749.010,5190.700,4166.048,5306.137,4275.000,4339.115,4213.246,5240.446,4848.333
650,3160.113,6027.391,5004.600,6118.588,5738.086,5179.872,4180.917,5310.678,4289.625,4327.719,4206.459,5247.839,4847.102
651,3153.347,6017.232,4999.083,6098.726,5731.115,5189.414,4170.488,5302.760,4296.825,4332.677,4230.197,5238.938,4865.797
652,3155.581,6031.362,4987.550,6136.804,5739.692,5184.686,4192.083,5305.041,4320.388,4354.427,4246.442,5270.839,4853.739
653,3147.814,6018.797,5024.817,6134.647,5729.961,5213.257,4199.155,5295.370,4312.150,4347.094,4260.524,5254.107,4856.478
654,3147.476,6013.449,5028.533,6163.902,5719.933,5181.943,4188.226,5284.500,4278.712,4362.010,4246.983,5241.419,4850.580
655,3151.895,6011.783,5026.767,6142.608,5717.836,5193.114,4196.821,5290.329,4282.388,4363.625,4276.738,5257.161,4820.275
656,3148.597,6022.464,5046.067,6164.000,5731.164,5216.128,4196.548,5266.822,4271.013,4365.115,4244.328,5245.777,4837.985
657,3152.113,6012.102,5012.783,6163.333,5728.240,5185.671,4193.274,5274.815,4273.288,4346.885,4252.853,5243.321,4857.841
658,3153.419,6012.928,5018.483,6111.157,5713.202,5177.571,4186.214,5263.349,4262.725,4356.990,4257.721,5244.902,4853.841
659,3138.314,5995.522,5014.567,6165.941,5707.625,5194.714,4179.083,5257.966,4274.475,4356.073,4248.820,5249.554,4856.594
660,3129.129,6011.435,5027.983,6163.079,5721.250,5199.757,4170.619,5260.123,4284.062,4359.271,4250.426,5255.893,4877.247
661,3131.976,6026.898,5007.117,6139.647,5695.548,5195.971,4188.274,5261.665,4294.163,4353.208,4227.672,5248.527,4857.725
662,3141.484,5984.015,5007.717,6144.843,5699.067,5199.457,4165.500,5251.260,4303.888,4353.760,4265.476,5222.402,4836.116
663,3125.314,6013.087,5026.250,6137.490,5678.452,5166.271,4171.202,5237.500,4298.112,4351.625,4230.902,5248.089,4847.304
664,3132.379,6005.652,5013.900,6106.216,5678.202,5185.872,4175.107,5259.699,4293.663,4350.802,4226.721,5257.312,4833.217
665,3134.952,5998.058,5032.700,6095.529,5684.010,5177.114,4149.452,5227.322,4312.038,4337.875,4238.590,5245.259,4821.942
666,3125.081,5971.420,5015.517,6086.726,5674.029,5189.471,4150.202,5242.822,4294.188,4336.219,4228.967,5251.456,4833.391
667,3130.298,5977.464,5001.933,6084.569,5664.990,5157.243,4153.786,5242.753,4280.263,4320.052,4224.098,5232.232,4830.826
668,3133.339,6001.058,5015.150,6083.647,5669.086,5187.029,4135.833,5247.329,4268.263,4331.469,4218.787,5245.107,4824.478
669,3130.492,5995.043,4987.433,6089.079,5662.606,5177.643,4141.976,5243.849,4263.938,4325.021,4223.000,5244.473,4837.435
670,3123.573,6013.652,5013.617,6118.667,5674.029,5169.971,4154.048,5235.671,4254.250,4321.562,4238.180,5250.196,4832.203
671,3137.290,5997.812,5014.767,6085.118,5657.990,5184.628,4133.262,5246.932,4260.675,4315.635,4224.869,5246.321,4844.261
672,3114.589,5986.783,4980.367,6067.471,5650.644,5182.614,4138.500,5245.740,4235.925,4335.042,4217.213,5236.464,4823.348
673,3119.419,5981.681,4995.883,6043.667,5671.817,5172.029,4129.726,5223.185,4249.438,4339.812,4213.508,5234.473,4851.638
674,3127.105,5999.464,5024.333,6061.137,5630.846,5175.000,4135.250,5236.233,4232.312,4325.500,4217.639,5226.464,4827.261
675,3122.556,5984.580,4981.483,6055.921,5649.539,5172.500,4129.643,5219.884,4222.500,4325.990,4219.524,5254.706,4828.304
676,3128.992,5994.116,5013.583,6057.157,5652.961,5185.843,4109.536,5224.178,4216.000,4325.188,4209.639,5250.294,4843.522
677,3127.556,5993.188,4991.017,6065.627,5634.721,5162.471,4120.548,5222.445,4208.038,4316.854,4219.935,5252.518,4846.855
678,3114.661,5976.536,4987.533,6079.686,5631.808,5164.829,4131.345,5234.863,4211.850,4345.542,4240.590,5256.036,4813.493
679,3118.073,5979.478,5015.133,6066.726,5623.769,5156.700,4122.071,5215.794,4199.038,4337.177,4261.361,5253.848,4801.609
680,3118.895,5992.319,5024.983,6101.863,5628.606,5178.786,4113.333,5213.904,4162.650,4343.490,4304.705,5239.429,4797.942
681,3102.879,5995.753,4996.800,6119.824,5605.846,5188.886,4130.714,5216.377,4183.812,4348.958,4310.656,5254.384,4805.870
682,3109.766,5985.884,5005.933,6095.294,5613.010,5192.886,4102.083,5192.555,4165.000,4351.458,4323.803,5245.688,4810.667
683,3115.976,5986.928,4994.700,6106.176,5607.635,5177.929,4117.976,5200.377,4171.837,4345.969,4319.754,5227.741,4812.000
684,3100.298,5966.290,5011.600,6086.921,5607.115,5177.514,4117.726,5210.356,4145.600,4332.385,4309.492,5252.857,4822.913
685,3114.468,5976.102,5007.983,6052.353,5615.019,5185.686,4124.310,5201.048,4152.850,4334.042,4304.738,5241.357,4849.435
686,3120.064,5978.333,5009.100,6059.431,5622.808,5173.929,4110.083,5216.459,4142.200,4334.938,4301.983,5234.536,4814.174
687,3106.629,5951.116,4987.833,6077.000,5609.808,5177.757,4110.524,5216.473,4142.987,4344.542,4291.721,5240.321,4832.623
688,3103.968,5960.130,4994.067,6109.588,5600.971,5170.943,4148.583,5216.082,4189.800,4347.229,4294.197,5256.509,4823.898
689,3110.387,5988.478,5000.617,6093.157,5606.904,5178.986,4165.452,5214.671,4218.275,4329.823,4326.935,5253.143,4843.551
690,3113.226,5984.536,5004.800,6099.294,5589.260,5163.029,4159.262,5215.603,4217.325,4361.760,4373.262,5249.107,4821.377
691,3104.540,5961.043,4998.717,6095.000,5609.269,5169.857,4154.702,5221.706,4214.550,4337.344,4363.246,5253.634,4831.855
692,3097.355,5966.449,4993.633,6084.176,5573.529,5163.943,4145.774,5197.103,4237.087,4348.052,4364.246,5248.446,4825.203
693,3105.556,5945.102,4991.100,6087.667,5583.183,5173.000,4153.143,5202.609,4229.062,4330.333,4365.049,5240.134,4834.087
694,3109.742,5960.551,4994.600,6042.294,5577.135,5170.071,4151.464,5204.609,4215.888,4324.448,4357.115,5228.482,4834.913
695,3100.452,5987.725,4991.317,6046.137,5558.010,5167.014,4138.321,5206.041,4205.950,4325.250,4309.197,5249.831,4830.043
696,3095.952,5968.710,4993.983,6029.431,5577.221,5133.729,4152.500,5207.842,4196.638,4312.062,4326.229,5254.018,4835.942
697,3101.024,5968.043,4992.617,6039.274,5559.865,5171.114,4136.512,5198.301,4194.362,4309.448,4327.524,5254.206,4837.536
698,3096.903,5960.478,4995.417,6001.549,5583.192,5155.029,4143.119,5209.329,4205.900,4310.312,4304.213,5250.438,4834.275
699,3084.855,5943.449,4961.483,6004.843,5553.211,5156.814,4136.940,5209.568,4184.188,4294.958,4309.639,5243.973,4844.870
700,3082.194,5962.478,4993.517,5968.196,5555.731,5159.857,4132.310,5216.651,4170.312,4307.500,4304.033,5267.616,4823.623
701,3097.266,5961.710,4986.850,6007.314,5549.673,5162.614,4131.381,5195.575,4181.600,4315.031,4285.754,5226.821,4811.696
702,3096.750,5960.594,4986.550,6011.294,5543.635,5157.829,4132.369,5204.555,4167.663,4327.448,4279.213,5254.875,4830.449
703,3098.403,5953.478,4992.933,5996.471,5543.769,5144.214,4118.369,5213.068,4169.038,4316.479,4289.426,5249.581,4827.870
704,3087.839,5956.015,5001.450,6018.863,5555.077,5155.372,4139.048,5193.240,4163.600,4320.812,4290.476,5250.884,4815.391
705,3088.484,5945.116,4978.600,6012.451,5549.077,5146.143,4117.726,5203.391,4135.125,4307.281,4293.279,5235.991,4819.609
706,3088.750,5926.812,4989.583,6010.020,5533.923,5162.014,4128.655,5187.870,4142.475,4316.677,4284.836,5241.634,4814.493
707,3086.081,5950.522,4982.733,5990.902,5539.635,5158.157,4112.381,5201.794,4143.388,4306.208,4260.738,5257.348,4836.768
708,3087.968,5917.102,4993.167,5992.118,5538.442,5150.086,4129.548,5197.027,4128.475,4302.708,4270.705,5260.411,4842.275
709,3085.710,5945.928,4978.200,6003.412,5522.173,5144.914,4115.726,5207.007,4129.487,4310.729,4271.147,5245.366,4837.015
710,3078.516,5949.145,4990.967,6000.000,5534.260,5142.400,4120.726,5189.575,4129.087,4324.781,4280.131,5263.794,4825.884
711,3071.314,5936.029,4994.617,6010.980,5528.365,5137.686,4110.976,5190.123,4109.737,4324.615,4268.623,5251.929,4814.609
712,3082.089,5951.898,4981.400,6014.804,5531.635,5151.400,4108.167,5191.158,4105.175,4323.490,4251.377,5242.750,4824.971
713,3082.629,5943.362,4983.567,5987.255,5525.250,5141.014,4110.036,5193.534,4108.013,4309.406,4237.836,5261.607,4784.015
714,3076.887,5938.232,4976.167,5991.726,5521.702,5153.186,4107.488,5191.842,4096.487,4295.854,4244.229,5245.143,4786.159
715,3084.436,5929.449,4952.867,5965.314,5493.125,5148.029,4126.381,5184.089,4114.150,4324.260,4244.131,5257.456,4792.478
716,3077.944,5941.058,4988.200,5940.627,5500.673,5146.386,4129.738,5195.815,4113.725,4303.344,4260.344,5242.902,4802.681
717,3075.355,5937.957,4976.150,5936.745,5505.029,5146.157,4100.786,5186.151,4109.000,4316.458,4243.394,5250.312,4813.638
718,3091.355,5938.247,4985.050,5926.902,5501.731,5134.057,4104.405,5190.904,4114.975,4293.906,4240.935,5254.732,4823.290
719,3073.105,5926.985,4980.167,5925.921,5508.558,5141.343,4115.393,5190.925,4076.925,4301.438,4247.000,5251.634,4824.971
720,3076.032,5913.130,4960.733,5903.157,5498.029,5143.857,4115.726,5194.822,4102.337,4294.500,4253.361,5246.036,4808.464
721,3072.589,5927.855,4967.150,5903.510,5489.365,5130.914,4103.298,5174.849,4084.475,4295.427,4243.983,5251.964,4804.623
722,3084.992,5916.580,4960.850,5897.373,5497.346,5139.000,4101.500,5192.151,4087.825,4284.969,4229.442,5275.902,4814.449
723,3078.605,5956.203,4970.783,5901.059,5491.019,5152.171,4110.036,5204.479,4099.237,4282.323,4254.918,5253.206,4796.493
724,3076.879,5931.130,4994.133,5871.627,5492.548,5141.486,4106.202,5206.315,4082.800,4270.062,4245.017,5257.929,4820.971
725,3071.024,5913.072,4964.717,5861.059,5495.269,5145.372,4098.226,5197.411,4079.875,4268.052,4235.705,5271.706,4788.435
726,3079.847,5919.145,4967.800,5852.000,5478.385,5145.029,4096.036,5209.123,4086.962,4273.448,4229.869,5256.625,4813.029
727,3071.137,5928.188,4955.183,5854.431,5477.981,5143.500,4105.762,5194.616,4088.512,4262.229,4256.656,5246.259,4810.102
728,3066.476,5903.768,4971.783,5833.412,5482.961,5130.400,4100.845,5180.753,4077.262,4258.823,4232.738,5258.438,4821.449
729,3074.508,5919.667,4978.317,5799.627,5469.260,5139.100,4096.869,5188.959,4076.788,4259.948,4236.147,5236.714,4801.029
730,3074.242,5884.623,4966.300,5846.274,5469.990,5142.128,4087.310,5181.616,4077.837,4274.271,4232.082,5256.669,4817.449
731,3070.137,5928.681,4955.850,5859.843,5451.394,5130.043,4083.548,5184.425,4080.363,4284.958,4226.935,5266.384,4828.623
732,3085.613,5932.015,4959.533,5866.079,5467.577,5108.900,4094.928,5181.425,4077.150,4282.354,4242.541,5256.562,4839.507
733,3066.742,5907.783,4971.483,5853.451,5466.317,5125.614,4083.667,5159.233,4058.100,4270.531,4232.394,5257.214,4829.435
734,3076.790,5915.203,4961.117,5872.000,5448.721,5107.271,4088.000,5186.753,4073.700,4288.760,4224.180,5264.027,4825.594
735,3069.282,5902.043,4988.333,5855.216,5464.106,5141.229,4105.488,5174.158,4044.938,4265.052,4227.312,5259.036,4837.391
736,3075.686,5891.377,4965.183,5843.726,5461.240,5120.414,4107.024,5161.966,4055.500,4263.760,4232.312,5260.473,4827.116
737,3072.992,5910.826,4954.450,5832.882,5458.125,5131.843,4100.893,5173.911,4063.575,4272.417,4225.558,5259.473,4827.058
738,3072.048,5890.391,4969.617,5788.902,5445.702,5135.414,4093.250,5175.007,4061.200,4249.865,4235.197,5262.071,4815.667
739,3078.105,5915.261,4984.967,5799.686,5462.789,5139.014,4099.738,5172.658,4067.225,4261.615,4235.524,5242.446,4789.203
740,3074.056,5931.072,4949.033,5788.353,5439.990,5142.786,4084.381,5169.849,4064.250,4256.979,4224.328,5245.098,4790.812
741,3075.540,5902.319,4967.133,5786.824,5433.115,5134.914,4113.238,5171.089,4054.400,4263.250,4224.738,5260.089,4792.884
742,3069.113,5899.536,4950.533,5774.137,5441.769,5136.600,4099.952,5170.514,4058.863,4241.146,4222.295,5266.375,4778.247
743,3064.153,5905.522,4967.517,5769.882,5449.683,5129.757,4071.619,5171.219,4065.613,4252.531,4243.820,5262.956,4752.102
744,3063.452,5914.565,4955.200,5776.588,5428.558,5136.186,4095.202,5172.884,4052.825,4251.167,4220.869,5248.527,4745.522
745,3079.323,5901.594,4943.300,5744.569,5440.039,5114.186,4096.738,5161.863,4055.413,4224.552,4225.836,5250.259,4769.029
746,3077.452,5896.841,4977.350,5750.274,5445.798,5114.257,4089.167,5171.822,4068.137,4259.823,4225.017,5255.607,4780.507
747,3064.790,5907.609,4984.317,5779.706,5431.702,5137.429,4088.000,5169.233,4083.938,4270.740,4243.459,5257.277,4773.942
748,3059.871,5900.551,4948.100,5775.412,5426.942,5149.943,4092.476,5152.835,4113.050,4253.490,4251.394,5264.839,4773.275
749,3069.323,5900.015,4967.450,5792.255,5438.875,5107.829,4088.262,5149.534,4134.013,4264.760,4270.312,5258.027,4811.942
750,3071.968,5886.696,4968.567,5806.020,5419.414,5146.843,4085.143,5147.116,4138.538,4252.333,4285.524,5279.134,4829.493
751,3064.242,5917.232,4980.050,5756.412,5402.923,5121.671,4097.976,5144.753,4110.450,4244.823,4267.442,5251.794,4825.884
752,3060.702,5895.174,4991.383,5754.608,5411.721,5118.000,4093.560,5117.178,4133.888,4250.021,4274.476,5276.589,4817.783
753,3060.436,5877.174,4976.017,5781.274,5423.250,5141.029,4085.333,5147.706,4117.350,4251.688,4265.869,5268.634,4823.652
754,3068.629,5885.247,4967.900,5747.824,5430.779,5140.186,4085.500,5136.178,4102.612,4233.885,4280.000,5276.518,4825.319
755,3072.686,5887.710,4948.033,5764.412,5404.279,5118.971,4098.119,5139.925,4119.750,4236.865,4269.524,5267.794,4841.580
756,3060.556,5902.681,4963.383,5741.902,5423.933,5108.757,4079.428,5144.096,4116.263,4251.635,4259.639,5262.679,4856.333
757,3058.718,5900.623,4956.217,5707.039,5421.385,5131.628,4079.822,5145.644,4112.913,4225.510,4269.426,5259.518,4834.971
758,3067.911,5854.812,4952.733,5717.039,5408.740,5109.743,4076.560,5144.315,4109.513,4216.938,4253.508,5250.188,4838.015
759,3059.073,5864.739,4972.083,5735.431,5421.961,5116.843,4091.333,5129.555,4108.100,4241.021,4261.476,5282.581,4832.015
760,3047.484,5867.391,4981.617,5765.647,5403.760,5143.900,4085.155,5130.979,4139.675,4252.750,4241.590,5273.393,4870.681
761,3061.306,5898.739,4984.400,5760.392,5407.914,5082.543,4077.786,5123.411,4129.562,4241.010,4250.115,5264.875,4827.478
762,3055.766,5876.681,4971.650,5754.294,5384.529,5124.643,4076.548,5117.932,4153.625,4258.052,4247.656,5263.732,4812.710
763,3061.492,5879.623,4972.317,5730.039,5412.779,5135.857,4099.012,5123.781,4153.550,4241.969,4245.492,5269.652,4796.985
764,3049.992,5899.087,4987.033,5716.647,5397.240,5100.986,4067.810,5127.952,4130.212,4242.333,4253.639,5268.152,4807.362
765,3061.282,5895.449,4978.450,5754.274,5400.269,5103.471,4085.417,5120.322,4137.638,4240.344,4252.803,5253.544,4793.362
766,3066.282,5911.652,4966.217,5747.137,5397.510,5117.943,4078.560,5119.267,4138.163,4237.354,4221.295,5258.581,4798.739
767,3056.831,5857.043,4955.017,5743.039,5387.289,5125.557,4066.643,5111.979,4135.950,4238.240,4248.098,5284.419,4815.348
768,3052.903,5910.087,4980.767,5692.765,5386.183,5107.872,4068.988,5110.733,4136.788,4236.719,4245.754,5271.250,4835.551
769,3043.895,5890.725,4973.533,5709.921,5385.183,5112.971,4066.738,5119.192,4125.337,4219.646,4250.213,5256.161,4838.000
770,3039.282,5885.565,4971.667,5714.412,5395.423,5112.143,4084.512,5121.884,4113.087,4228.760,4219.131,5275.036,4833.435
771,3043.984,5902.449,4992.817,5686.137,5396.375,5090.829,4075.833,5127.979,4123.212,4213.177,4232.164,5266.062,4824.551
772,3047.734,5875.971,4968.083,5657.529,5385.298,5111.429,4064.095,5130.109,4100.587,4204.292,4235.164,5249.991,4820.435
773,3044.726,5883.971,4971.733,5650.902,5402.115,5114.600,4099.476,5140.034,4103.525,4197.948,4234.705,5265.884,4847.783
774,3054.452,5885.478,4985.800,5650.176,5393.923,5122.729,4084.476,5119.096,4093.762,4200.073,4228.312,5254.169,4847.783
775,3039.492,5879.551,4942.533,5666.451,5389.981,5134.100,4086.714,5128.829,4096.763,4216.375,4231.442,5284.134,4834.913
776,3031.000,5877.928,4948.483,5640.274,5366.875,5110.043,4075.143,5110.911,4089.150,4188.938,4234.688,5254.125,4852.609
777,3041.968,5875.739,4987.467,5654.020,5375.404,5108.443,4080.274,5118.589,4101.138,4202.104,4238.967,5270.991,4861.087
778,3043.411,5893.435,4970.900,5678.804,5384.760,5105.957,4075.000,5124.856,4084.975,4222.573,4283.459,5259.223,4865.029
779,3044.645,5882.898,4963.250,5686.294,5380.971,5121.814,4095.060,5110.794,4091.688,4219.188,4301.082,5276.777,4856.565
780,3048.444,5874.304,4972.700,5691.843,5354.279,5120.429,4091.881,5108.582,4094.188,4230.344,4316.344,5259.081,4847.247
781,3055.694,5865.130,4970.433,5705.451,5356.683,5112.800,4079.381,5087.438,4070.062,4226.333,4302.951,5276.706,4808.102
782,3046.581,5871.522,4967.167,5653.314,5363.394,5099.857,4080.643,5090.884,4087.613,4211.094,4272.738,5280.518,4833.667
783,3045.839,5852.812,4990.533,5653.333,5369.452,5112.786,4090.607,5102.952,4085.413,4224.792,4302.459,5263.125,4825.725
784,3049.258,5861.870,4962.833,5660.098,5369.086,5120.143,4078.822,5093.206,4075.288,4211.146,4305.131,5269.571,4821.116
785,3048.661,5864.507,4983.733,5656.431,5352.096,5109.271,4082.322,5083.041,4075.512,4209.333,4300.885,5269.929,4855.116
786,3050.750,5868.710,4999.717,5621.412,5354.173,5110.257,4078.678,5101.726,4064.363,4203.333,4288.197,5270.152,4836.797
787,3046.694,5877.348,4974.050,5609.784,5348.135,5112.086,4099.512,5108.096,4066.413,4205.312,4286.853,5279.321,4839.464
788,3050.919,5874.000,4974.517,5601.098,5374.356,5086.700,4079.833,5078.781,4059.212,4198.896,4313.279,5268.723,4845.884
789,3045.266,5855.247,4981.200,5599.373,5344.029,5099.843,4091.500,5095.788,4065.012,4195.333,4290.328,5268.473,4834.710
790,3045.419,5849.870,4958.583,5599.686,5353.231,5095.971,4091.286,5087.116,4064.350,4199.500,4286.902,5282.339,4839.290
791,3037.105,5866.015,4975.717,5611.627,5331.971,5086.529,4075.226,5095.178,4074.175,4197.688,4275.623,5286.161,4845.768
792,3031.266,5843.043,4985.783,5583.843,5348.000,5080.343,4068.250,5099.589,4077.962,4198.365,4276.967,5281.786,4837.594
793,3033.218,5841.420,4956.367,5569.608,5350.836,5097.971,4096.869,5100.767,4074.712,4194.990,4250.295,5273.491,4835.551
794,3037.064,5867.696,4954.583,5553.510,5353.779,5109.771,4086.667,5093.541,4060.788,4184.740,4266.787,5271.250,4852.333
795,3040.024,5866.116,4957.483,5566.059,5335.231,5110.086,4073.322,5114.911,4072.488,4181.625,4243.787,5272.688,4841.985
796,3030.976,5859.217,4954.850,5565.137,5352.250,5070.200,4076.560,5108.377,4061.625,4176.010,4274.049,5270.919,4851.420
797,3044.573,5854.000,4947.633,5556.020,5345.961,5087.314,4076.190,5099.342,4074.100,4169.594,4261.508,5269.804,4866.362
798,3033.048,5857.551,4961.433,5547.431,5356.202,5081.343,4097.750,5099.568,4064.100,4177.594,4261.017,5290.669,4857.942
799,3032.194,5863.507,4940.600,5539.059,5334.846,5107.443,4080.083,5107.397,4071.350,4154.500,4279.672,5264.089,4860.753
800,3040.589,5867.435,4978.000,5594.647,5349.240,5104.386,4106.095,5115.014,4085.675,4198.052,4277.344,5283.544,4890.638
